reading_date,district,temp_c,rainfall_mm,humidity_percent
2026-03-08,Ambala,26.05,50.3,69.0
2026-03-08,Amritsar,23.0,21.5,44.0
2026-03-08,Bareilly,33.53,102.49,65.33
2026-03-08,Bathinda,25.65,69.42,60.83
2026-03-08,Fatehabad,25.1,68.58,47.0
2026-03-08,Ferozepur,19.95,7.4,90.5
2026-03-08,Hisar,34.2,28.5,42.0
2026-03-08,Jalandhar,23.3,51.25,64.67
2026-03-08,Karnal,21.92,42.4,66.67
2026-03-08,Kurukshetra,26.07,104.72,74.0
2026-03-08,Ludhiana,22.18,103.1,58.0
2026-03-08,Meerut,28.16,152.4,69.5
2026-03-08,Moga,28.9,45.3,56.67
2026-03-08,Muzaffarnagar,24.38,67.47,58.0
2026-03-08,Patiala,28.0,52.89,64.67
2026-03-08,Saharanpur,26.2,47.4,77.0
2026-03-08,Sirsa,30.75,19.6,39.0
2026-03-09,Agra,20.95,22.1,55.5
2026-03-09,Ambala,28.75,9.8,40.5
2026-03-09,Amritsar,20.65,58.64,82.5
2026-03-09,Bareilly,28.13,79.9,63.33
2026-03-09,Bathinda,30.38,130.5,57.67
2026-03-09,Fatehabad,27.35,151.02,63.33
2026-03-09,Hisar,32.95,125.53,61.25
2026-03-09,Jalandhar,22.1,34.08,56.0
2026-03-09,Karnal,30.25,7.0,52.5
2026-03-09,Kurukshetra,31.38,100.13,45.0
2026-03-09,Ludhiana,34.7,19.7,69.0
2026-03-09,Meerut,35.23,114.86,48.33
2026-03-09,Moga,26.4,49.1,63.0
2026-03-09,Muzaffarnagar,30.7,0.0,63.0
2026-03-09,Patiala,34.8,8.1,81.0
2026-03-09,Saharanpur,27.9,23.1,34.0
2026-03-09,Sirsa,22.35,41.5,73.5
2026-03-10,Agra,29.6,93.3,55.75
2026-03-10,Ambala,30.77,63.65,82.0
2026-03-10,Amritsar,23.56,63.5,68.0
2026-03-10,Bareilly,31.8,38.1,
2026-03-10,Bathinda,21.5,9.5,61.0
2026-03-10,Ferozepur,24.2,81.21,57.25
2026-03-10,Hisar,26.57,42.0,67.33
2026-03-10,Jalandhar,24.1,81.2,73.0
2026-03-10,Karnal,28.7,102.71,62.0
2026-03-10,Kurukshetra,29.0,77.08,77.4
2026-03-10,Ludhiana,34.27,44.2,39.67
2026-03-10,Meerut,29.55,41.5,64.0
2026-03-10,Moga,20.93,69.94,56.0
2026-03-10,Saharanpur,34.53,58.44,67.67
2026-03-10,Sirsa,32.35,58.7,
2026-03-11,Agra,28.32,54.02,77.0
2026-03-11,Ambala,24.35,68.58,51.0
2026-03-11,Amritsar,29.33,120.8,68.25
2026-03-11,Bareilly,37.4,72.8,67.0
2026-03-11,Bathinda,26.73,16.4,49.67
2026-03-11,Fatehabad,34.4,39.38,48.5
2026-03-11,Ferozepur,26.1,170.02,79.6
2026-03-11,Hisar,24.63,89.26,50.67
2026-03-11,Jalandhar,33.65,74.9,56.5
2026-03-11,Karnal,29.3,81.96,58.33
2026-03-11,Kurukshetra,31.07,39.37,62.5
2026-03-11,Ludhiana,23.5,65.0,49.33
2026-03-11,Meerut,29.65,53.25,60.0
2026-03-11,Moga,26.02,105.81,69.4
2026-03-11,Muzaffarnagar,28.0,153.18,62.8
2026-03-11,Saharanpur,22.6,80.08,59.0
2026-03-11,Sirsa,35.7,0.0,75.0
2026-03-12,Agra,39.4,34.8,
2026-03-12,Ambala,22.28,128.04,48.0
2026-03-12,Amritsar,24.1,26.92,70.5
2026-03-12,Bareilly,27.83,26.94,57.0
2026-03-12,Bathinda,28.8,154.73,46.17
2026-03-12,Fatehabad,31.57,45.46,47.5
2026-03-12,Ferozepur,26.67,23.4,60.33
2026-03-12,Hisar,27.95,65.45,58.25
2026-03-12,Jalandhar,19.03,96.4,61.0
2026-03-12,Karnal,24.5,37.4,58.0
2026-03-12,Kurukshetra,24.3,98.48,73.75
2026-03-12,Ludhiana,18.1,45.3,57.0
2026-03-12,Meerut,26.43,146.15,70.33
2026-03-12,Moga,29.05,53.88,63.0
2026-03-12,Muzaffarnagar,28.2,0.0,39.0
2026-03-12,Patiala,27.47,187.85,61.71
2026-03-12,Saharanpur,37.6,5.1,65.0
2026-03-12,Sirsa,35.65,90.01,74.5
2026-03-13,Agra,28.1,54.4,67.0
2026-03-13,Ambala,29.14,97.3,74.33
2026-03-13,Amritsar,30.37,45.0,47.67
2026-03-13,Bareilly,26.1,116.45,68.14
2026-03-13,Bathinda,23.23,33.27,53.67
2026-03-13,Fatehabad,29.57,8.4,51.0
2026-03-13,Ferozepur,34.2,48.2,52.5
2026-03-13,Hisar,30.57,61.01,61.0
2026-03-13,Jalandhar,26.62,130.08,73.8
2026-03-13,Karnal,34.57,10.31,64.33
2026-03-13,Moga,28.74,193.0,51.12
2026-03-13,Patiala,38.8,30.48,42.0
2026-03-13,Saharanpur,28.3,0.0,82.0
2026-03-13,Sirsa,19.8,30.5,30.0
2026-03-14,Agra,26.55,73.9,88.0
2026-03-14,Ambala,26.3,5.1,94.0
2026-03-14,Amritsar,35.7,40.8,41.0
2026-03-14,Bareilly,35.0,23.8,43.0
2026-03-14,Bathinda,25.4,46.65,47.0
2026-03-14,Fatehabad,23.5,74.4,79.0
2026-03-14,Ferozepur,29.83,65.5,67.0
2026-03-14,Hisar,24.93,85.77,63.0
2026-03-14,Jalandhar,30.53,41.3,74.33
2026-03-14,Karnal,33.6,63.7,59.0
2026-03-14,Kurukshetra,24.82,124.57,41.0
2026-03-14,Ludhiana,36.8,32.77,
2026-03-14,Meerut,31.5,90.29,50.33
2026-03-14,Moga,29.5,50.73,49.33
2026-03-14,Muzaffarnagar,34.0,34.4,82.0
2026-03-14,Patiala,21.25,30.15,69.5
2026-03-14,Saharanpur,21.7,5.5,76.0
2026-03-14,Sirsa,35.4,32.9,75.0
2026-03-15,Agra,28.1,72.01,39.0
2026-03-15,Ambala,24.9,50.2,59.5
2026-03-15,Amritsar,22.33,14.8,53.33
2026-03-15,Bareilly,24.73,126.88,60.67
2026-03-15,Bathinda,24.64,83.77,76.0
2026-03-15,Fatehabad,27.12,53.5,54.25
2026-03-15,Ferozepur,28.0,35.81,81.0
2026-03-15,Hisar,23.47,127.62,64.57
2026-03-15,Jalandhar,27.88,131.62,52.5
2026-03-15,Karnal,28.7,59.84,65.0
2026-03-15,Kurukshetra,20.87,67.9,45.33
2026-03-15,Ludhiana,24.4,117.91,69.75
2026-03-15,Meerut,33.8,43.2,90.0
2026-03-15,Moga,27.35,48.3,79.5
2026-03-15,Muzaffarnagar,20.1,35.05,82.67
2026-03-15,Patiala,34.3,17.8,45.0
2026-03-15,Saharanpur,31.2,47.7,69.0
2026-03-15,Sirsa,18.3,20.5,57.0
2026-03-16,Agra,22.45,18.03,46.5
2026-03-16,Ambala,28.8,97.12,64.5
2026-03-16,Amritsar,26.6,42.63,93.0
2026-03-16,Bareilly,25.2,45.5,76.5
2026-03-16,Bathinda,27.5,136.87,61.0
2026-03-16,Fatehabad,23.52,134.31,58.4
2026-03-16,Ferozepur,31.1,41.2,81.0
2026-03-16,Hisar,31.17,38.1,63.67
2026-03-16,Jalandhar,21.25,57.0,40.5
2026-03-16,Karnal,26.55,0.0,71.0
2026-03-16,Kurukshetra,28.97,104.38,56.0
2026-03-16,Ludhiana,31.3,0.0,67.0
2026-03-16,Meerut,30.93,117.01,65.4
2026-03-16,Moga,26.87,116.62,62.0
2026-03-16,Patiala,25.4,29.21,58.0
2026-03-16,Saharanpur,23.3,2.5,31.0
2026-03-16,Sirsa,30.7,0.0,56.0
2026-03-17,Agra,37.23,96.5,44.5
2026-03-17,Ambala,27.57,138.15,71.6
2026-03-17,Amritsar,25.32,104.44,57.33
2026-03-17,Bareilly,26.97,87.66,63.6
2026-03-17,Bathinda,24.1,88.3,60.33
2026-03-17,Fatehabad,21.87,78.69,81.0
2026-03-17,Ferozepur,18.9,9.4,42.0
2026-03-17,Hisar,32.6,2.7,92.0
2026-03-17,Jalandhar,27.22,58.96,52.0
2026-03-17,Karnal,26.67,119.2,66.33
2026-03-17,Kurukshetra,24.9,2.29,
2026-03-17,Ludhiana,19.8,88.9,52.33
2026-03-17,Meerut,27.35,0.0,57.5
2026-03-17,Moga,33.13,17.93,60.67
2026-03-17,Muzaffarnagar,30.97,89.76,57.0
2026-03-17,Patiala,29.85,111.13,57.0
2026-03-17,Saharanpur,21.8,28.9,47.0
2026-03-17,Sirsa,25.6,27.2,80.0
2026-03-18,Agra,23.6,101.1,74.75
2026-03-18,Ambala,32.7,115.12,59.0
2026-03-18,Amritsar,21.76,35.93,70.33
2026-03-18,Bareilly,28.97,81.0,84.67
2026-03-18,Bathinda,23.8,24.5,67.0
2026-03-18,Fatehabad,26.88,86.01,61.75
2026-03-18,Ferozepur,23.0,0.0,33.0
2026-03-18,Hisar,35.8,14.22,71.0
2026-03-18,Jalandhar,18.8,44.1,46.0
2026-03-18,Karnal,16.7,46.6,37.0
2026-03-18,Kurukshetra,22.15,30.2,80.5
2026-03-18,Ludhiana,30.1,117.0,63.33
2026-03-18,Meerut,35.07,61.6,59.0
2026-03-18,Moga,26.74,110.3,77.25
2026-03-18,Patiala,18.3,25.7,30.0
2026-03-18,Saharanpur,36.0,1.2,75.0
2026-03-18,Sirsa,22.5,109.68,83.0
2026-03-19,Agra,29.12,100.0,69.33
2026-03-19,Ambala,25.37,105.3,71.33
2026-03-19,Amritsar,25.8,44.2,61.5
2026-03-19,Bareilly,21.3,20.0,90.0
2026-03-19,Bathinda,27.24,138.0,70.2
2026-03-19,Fatehabad,22.38,74.1,66.5
2026-03-19,Ferozepur,19.03,41.24,66.33
2026-03-19,Hisar,27.66,57.6,67.0
2026-03-19,Jalandhar,29.67,77.9,81.0
2026-03-19,Karnal,27.07,74.8,64.67
2026-03-19,Kurukshetra,35.43,107.24,53.33
2026-03-19,Ludhiana,31.22,191.78,43.4
2026-03-19,Meerut,33.1,13.3,73.0
2026-03-19,Moga,38.9,22.35,68.0
2026-03-19,Muzaffarnagar,15.5,36.5,95.0
2026-03-19,Patiala,16.9,0.0,50.0
2026-03-19,Saharanpur,31.3,0.0,52.0
2026-03-19,Sirsa,32.65,28.2,45.5
2026-03-20,Agra,21.0,35.1,78.0
2026-03-20,Ambala,27.13,118.17,59.0
2026-03-20,Amritsar,21.53,130.63,73.17
2026-03-20,Bareilly,32.33,43.0,68.67
2026-03-20,Bathinda,28.65,55.07,72.67
2026-03-20,Fatehabad,28.95,55.13,64.5
2026-03-20,Ferozepur,37.7,29.55,83.5
2026-03-20,Hisar,31.08,76.58,53.5
2026-03-20,Jalandhar,22.55,60.09,53.5
2026-03-20,Karnal,30.35,148.8,45.2
2026-03-20,Kurukshetra,19.3,6.35,60.0
2026-03-20,Ludhiana,32.26,143.56,49.43
2026-03-20,Meerut,29.2,64.21,84.0
2026-03-20,Moga,17.95,6.3,45.0
2026-03-20,Muzaffarnagar,35.6,43.2,50.0
2026-03-20,Patiala,22.45,38.7,42.5
2026-03-20,Saharanpur,39.9,26.4,30.0
2026-03-20,Sirsa,28.0,45.19,54.5
2026-03-21,Agra,26.0,39.4,59.0
2026-03-21,Ambala,38.2,0.0,48.0
2026-03-21,Amritsar,27.15,23.9,51.5
2026-03-21,Bareilly,32.45,43.0,65.0
2026-03-21,Bathinda,36.93,1.02,69.5
2026-03-21,Fatehabad,23.03,70.0,61.5
2026-03-21,Ferozepur,22.25,86.27,48.5
2026-03-21,Hisar,32.42,82.2,51.75
2026-03-21,Jalandhar,23.4,30.48,37.0
2026-03-21,Karnal,34.7,6.1,85.0
2026-03-21,Ludhiana,37.8,0.0,62.0
2026-03-21,Meerut,38.6,2.2,
2026-03-21,Moga,25.2,41.5,59.0
2026-03-21,Patiala,36.07,0.4,41.5
2026-03-21,Saharanpur,30.45,88.35,53.5
2026-03-21,Sirsa,29.55,114.85,60.75
2026-03-22,Agra,27.43,43.7,81.5
2026-03-22,Ambala,25.08,54.72,62.33
2026-03-22,Amritsar,37.65,81.4,56.0
2026-03-22,Bareilly,26.5,43.1,60.5
2026-03-22,Bathinda,26.22,111.4,73.25
2026-03-22,Fatehabad,26.0,115.25,55.83
2026-03-22,Ferozepur,31.4,74.63,81.0
2026-03-22,Hisar,32.65,74.17,49.5
2026-03-22,Jalandhar,27.35,52.2,85.5
2026-03-22,Karnal,36.9,5.4,66.0
2026-03-22,Kurukshetra,24.9,13.7,49.0
2026-03-22,Ludhiana,19.4,0.0,
2026-03-22,Meerut,25.0,154.7,72.4
2026-03-22,Moga,17.6,26.6,70.0
2026-03-22,Muzaffarnagar,31.87,55.85,48.33
2026-03-22,Patiala,18.8,45.97,35.0
2026-03-22,Saharanpur,34.1,36.6,54.0
2026-03-22,Sirsa,19.2,19.76,60.5
2026-03-23,Agra,23.73,64.11,79.33
2026-03-23,Ambala,34.57,77.8,63.33
2026-03-23,Amritsar,36.6,90.93,51.67
2026-03-23,Bareilly,25.43,4.3,92.67
2026-03-23,Bathinda,32.1,79.9,64.33
2026-03-23,Fatehabad,22.2,0.1,45.0
2026-03-23,Ferozepur,29.78,28.96,58.5
2026-03-23,Hisar,24.45,64.9,72.0
2026-03-23,Jalandhar,28.0,16.0,60.0
2026-03-23,Karnal,26.58,55.67,76.33
2026-03-23,Kurukshetra,20.67,41.75,31.0
2026-03-23,Ludhiana,20.8,0.0,72.0
2026-03-23,Meerut,25.2,95.69,60.33
2026-03-23,Moga,26.28,140.5,66.2
2026-03-23,Muzaffarnagar,25.85,18.8,72.5
2026-03-23,Patiala,16.8,0.0,
2026-03-23,Saharanpur,24.0,62.14,63.5
2026-03-23,Sirsa,26.6,15.5,61.0
2026-03-24,Agra,35.05,113.7,83.67
2026-03-24,Ambala,27.45,62.55,64.33
2026-03-24,Amritsar,23.08,63.44,68.0
2026-03-24,Bareilly,29.4,99.83,57.25
2026-03-24,Bathinda,30.62,68.1,70.0
2026-03-24,Fatehabad,25.35,88.0,60.0
2026-03-24,Ferozepur,29.2,84.7,76.0
2026-03-24,Hisar,32.13,98.22,49.0
2026-03-24,Jalandhar,25.75,29.68,44.5
2026-03-24,Karnal,24.63,41.38,72.0
2026-03-24,Kurukshetra,17.3,3.4,41.0
2026-03-24,Ludhiana,27.1,159.62,68.0
2026-03-24,Meerut,24.67,95.0,64.5
2026-03-24,Muzaffarnagar,20.9,45.4,38.0
2026-03-24,Patiala,19.05,46.6,53.0
2026-03-24,Saharanpur,31.8,39.5,46.0
2026-03-24,Sirsa,26.55,34.8,53.5
2026-03-25,Agra,28.9,2.3,52.0
2026-03-25,Ambala,21.34,115.49,61.6
2026-03-25,Amritsar,26.87,108.23,67.33
2026-03-25,Bareilly,31.3,159.62,72.25
2026-03-25,Bathinda,24.9,81.54,73.5
2026-03-25,Fatehabad,33.9,93.6,61.67
2026-03-25,Ferozepur,28.45,106.79,74.33
2026-03-25,Hisar,26.53,107.9,62.33
2026-03-25,Jalandhar,35.8,30.6,62.0
2026-03-25,Karnal,35.0,0.0,51.0
2026-03-25,Kurukshetra,27.36,162.09,64.0
2026-03-25,Ludhiana,33.0,37.7,32.0
2026-03-25,Meerut,33.25,75.62,37.0
2026-03-25,Moga,18.7,39.9,74.0
2026-03-25,Muzaffarnagar,30.75,32.55,54.5
2026-03-25,Patiala,17.2,44.29,53.0
2026-03-25,Sirsa,26.7,97.2,70.0
2026-03-26,Agra,24.7,145.7,42.2
2026-03-26,Ambala,23.23,4.57,52.0
2026-03-26,Amritsar,28.93,69.99,77.67
2026-03-26,Bareilly,34.1,0.0,38.0
2026-03-26,Bathinda,21.83,38.19,57.0
2026-03-26,Fatehabad,34.9,47.4,51.0
2026-03-26,Ferozepur,31.4,46.8,72.0
2026-03-26,Hisar,30.77,56.8,50.0
2026-03-26,Jalandhar,22.5,21.1,77.0
2026-03-26,Karnal,29.4,143.76,68.2
2026-03-26,Kurukshetra,29.02,183.64,58.62
2026-03-26,Ludhiana,28.42,113.0,64.25
2026-03-26,Meerut,29.34,114.3,55.0
2026-03-26,Moga,28.1,39.5,53.67
2026-03-26,Saharanpur,17.05,26.26,82.0
2026-03-26,Sirsa,29.4,68.5,77.0
2026-03-27,Agra,28.45,63.1,64.5
2026-03-27,Ambala,33.33,11.1,79.5
2026-03-27,Amritsar,30.7,27.1,34.0
2026-03-27,Bareilly,22.42,78.12,77.0
2026-03-27,Bathinda,23.05,42.9,55.0
2026-03-27,Fatehabad,31.3,169.22,50.67
2026-03-27,Ferozepur,26.42,66.4,56.8
2026-03-27,Hisar,32.43,61.2,62.33
2026-03-27,Jalandhar,21.5,91.49,61.0
2026-03-27,Karnal,30.75,52.0,56.0
2026-03-27,Kurukshetra,25.8,85.91,76.33
2026-03-27,Ludhiana,29.88,98.64,67.75
2026-03-27,Meerut,30.75,95.1,56.0
2026-03-27,Moga,24.7,119.78,62.25
2026-03-27,Muzaffarnagar,21.5,37.1,53.0
2026-03-27,Patiala,27.85,42.11,71.0
2026-03-27,Saharanpur,17.4,34.2,73.0
2026-03-27,Sirsa,29.4,95.4,71.33
2026-03-28,Agra,27.16,156.1,65.6
2026-03-28,Ambala,25.22,125.12,61.67
2026-03-28,Amritsar,26.85,76.72,67.25
2026-03-28,Bareilly,33.45,71.29,40.0
2026-03-28,Bathinda,25.27,66.26,62.8
2026-03-28,Fatehabad,25.9,27.9,
2026-03-28,Ferozepur,25.2,158.73,77.25
2026-03-28,Hisar,33.8,30.48,88.0
2026-03-28,Jalandhar,26.46,70.48,64.75
2026-03-28,Karnal,17.9,17.2,50.0
2026-03-28,Kurukshetra,35.58,65.61,56.75
2026-03-28,Ludhiana,25.97,34.58,80.67
2026-03-28,Meerut,26.5,51.82,56.5
2026-03-28,Moga,29.61,168.2,76.0
2026-03-28,Muzaffarnagar,26.45,11.3,61.5
2026-03-28,Patiala,36.85,47.92,45.5
2026-03-28,Saharanpur,28.37,87.31,52.0
2026-03-28,Sirsa,25.4,35.5,65.5
2026-03-29,Agra,19.0,12.9,82.0
2026-03-29,Ambala,25.8,16.0,49.0
2026-03-29,Amritsar,27.18,138.5,58.0
2026-03-29,Bareilly,28.75,32.39,69.5
2026-03-29,Bathinda,23.97,24.3,49.0
2026-03-29,Fatehabad,22.45,92.4,77.5
2026-03-29,Ferozepur,26.5,64.26,69.5
2026-03-29,Hisar,29.4,118.11,69.67
2026-03-29,Jalandhar,27.84,77.17,69.75
2026-03-29,Karnal,26.22,77.6,58.75
2026-03-29,Kurukshetra,28.57,138.7,71.57
2026-03-29,Ludhiana,34.97,78.4,60.33
2026-03-29,Moga,24.9,113.81,58.5
2026-03-29,Muzaffarnagar,34.0,38.7,75.0
2026-03-29,Patiala,30.9,15.9,74.0
2026-03-29,Saharanpur,38.6,0.0,54.0
2026-03-29,Sirsa,27.3,92.4,75.67
2026-03-30,Agra,20.33,37.12,70.33
2026-03-30,Ambala,24.6,57.91,79.75
2026-03-30,Amritsar,28.3,49.72,79.5
2026-03-30,Bareilly,24.75,51.55,65.0
2026-03-30,Bathinda,20.55,74.29,76.0
2026-03-30,Fatehabad,28.28,83.06,61.5
2026-03-30,Ferozepur,26.8,37.24,73.5
2026-03-30,Hisar,27.55,7.0,57.5
2026-03-30,Jalandhar,28.35,68.07,44.0
2026-03-30,Karnal,25.55,40.16,50.5
2026-03-30,Ludhiana,32.16,122.98,66.8
2026-03-30,Meerut,28.55,59.8,82.5
2026-03-30,Moga,32.1,119.2,54.67
2026-03-30,Muzaffarnagar,35.1,90.62,59.67
2026-03-30,Patiala,39.3,0.0,69.0
2026-03-30,Saharanpur,31.3,36.9,73.0
2026-03-30,Sirsa,20.9,45.3,40.0
2026-03-31,Agra,23.87,73.1,77.5
2026-03-31,Ambala,32.43,125.72,35.67
2026-03-31,Amritsar,34.63,77.0,51.0
2026-03-31,Bareilly,25.75,48.3,81.5
2026-03-31,Bathinda,27.8,59.6,36.5
2026-03-31,Fatehabad,29.9,18.54,71.0
2026-03-31,Ferozepur,20.6,5.1,65.0
2026-03-31,Hisar,28.97,77.47,58.17
2026-03-31,Jalandhar,29.01,111.75,55.71
2026-03-31,Karnal,33.47,51.52,64.67
2026-03-31,Kurukshetra,29.5,30.23,
2026-03-31,Ludhiana,25.95,42.3,62.0
2026-03-31,Meerut,29.58,130.65,54.4
2026-03-31,Moga,30.95,87.31,73.0
2026-03-31,Muzaffarnagar,35.7,84.15,67.5
2026-03-31,Patiala,39.2,48.4,46.0
2026-03-31,Saharanpur,18.3,23.11,36.0
2026-03-31,Sirsa,30.95,39.28,77.0
2026-04-01,Agra,21.9,20.7,58.5
2026-04-01,Ambala,25.66,74.86,49.5
2026-04-01,Bareilly,25.4,57.22,67.25
2026-04-01,Bathinda,16.77,86.4,47.5
2026-04-01,Fatehabad,27.6,14.1,
2026-04-01,Ferozepur,39.0,36.15,56.5
2026-04-01,Hisar,23.8,49.8,50.75
2026-04-01,Jalandhar,36.15,53.3,64.0
2026-04-01,Karnal,30.45,121.42,52.25
2026-04-01,Kurukshetra,26.52,35.81,78.33
2026-04-01,Ludhiana,21.3,79.87,56.0
2026-04-01,Meerut,33.02,52.2,59.0
2026-04-01,Moga,21.86,71.8,58.2
2026-04-01,Saharanpur,21.68,144.41,66.0
2026-04-01,Sirsa,29.1,51.6,82.33
2026-04-02,Agra,20.42,71.4,89.33
2026-04-02,Ambala,20.1,43.1,66.5
2026-04-02,Amritsar,25.38,87.78,53.4
2026-04-02,Bathinda,17.0,32.5,89.0
2026-04-02,Fatehabad,34.87,93.37,56.67
2026-04-02,Ferozepur,31.02,77.88,63.5
2026-04-02,Hisar,31.68,109.43,55.2
2026-04-02,Jalandhar,31.77,104.3,80.67
2026-04-02,Karnal,35.3,20.5,48.0
2026-04-02,Kurukshetra,27.6,33.4,78.0
2026-04-02,Ludhiana,22.73,36.03,62.33
2026-04-02,Meerut,22.7,53.67,72.75
2026-04-02,Moga,34.35,42.4,76.5
2026-04-02,Muzaffarnagar,28.55,29.26,78.5
2026-04-02,Patiala,23.28,50.34,71.4
2026-04-02,Saharanpur,22.7,9.2,91.0
2026-04-03,Agra,23.4,69.64,63.8
2026-04-03,Ambala,36.9,86.94,70.0
2026-04-03,Amritsar,31.03,67.9,67.33
2026-04-03,Bareilly,28.44,88.1,72.0
2026-04-03,Bathinda,29.43,150.1,67.0
2026-04-03,Fatehabad,31.3,0.0,52.0
2026-04-03,Ferozepur,23.56,14.4,75.2
2026-04-03,Hisar,31.55,35.5,68.5
2026-04-03,Jalandhar,26.92,92.25,51.67
2026-04-03,Kurukshetra,20.9,32.28,67.0
2026-04-03,Ludhiana,29.35,111.3,54.5
2026-04-03,Meerut,23.67,163.3,67.33
2026-04-03,Moga,37.3,23.5,62.5
2026-04-03,Muzaffarnagar,28.6,49.02,70.5
2026-04-03,Patiala,31.6,69.16,67.67
2026-04-03,Saharanpur,28.02,72.51,60.0
2026-04-03,Sirsa,21.8,14.8,46.0
2026-04-04,Agra,39.7,24.89,89.0
2026-04-04,Ambala,21.82,106.2,60.75
2026-04-04,Amritsar,31.7,72.07,44.0
2026-04-04,Bareilly,31.57,62.3,61.67
2026-04-04,Bathinda,37.3,3.5,50.0
2026-04-04,Fatehabad,28.1,81.0,58.4
2026-04-04,Ferozepur,26.3,115.42,71.0
2026-04-04,Hisar,26.3,69.6,55.0
2026-04-04,Jalandhar,24.1,1.2,
2026-04-04,Karnal,28.3,21.0,59.33
2026-04-04,Kurukshetra,21.47,64.2,73.33
2026-04-04,Ludhiana,28.18,73.26,49.5
2026-04-04,Meerut,27.08,40.7,79.2
2026-04-04,Moga,25.87,44.0,50.0
2026-04-04,Muzaffarnagar,27.2,78.06,71.8
2026-04-04,Patiala,26.58,86.6,58.2
2026-04-04,Saharanpur,25.75,43.43,43.0
2026-04-04,Sirsa,21.7,47.3,33.0
2026-04-05,Agra,31.45,69.99,50.0
2026-04-05,Ambala,36.2,37.2,54.0
2026-04-05,Amritsar,23.12,81.03,71.0
2026-04-05,Bareilly,31.0,34.7,58.5
2026-04-05,Bathinda,31.2,55.63,62.0
2026-04-05,Fatehabad,32.03,66.73,77.67
2026-04-05,Ferozepur,38.8,7.7,70.5
2026-04-05,Hisar,29.0,50.78,69.2
2026-04-05,Karnal,26.48,84.37,61.0
2026-04-05,Kurukshetra,31.4,162.46,62.8
2026-04-05,Ludhiana,32.93,127.44,48.8
2026-04-05,Meerut,26.35,74.74,63.5
2026-04-05,Moga,23.43,60.11,81.0
2026-04-05,Muzaffarnagar,26.0,42.6,52.0
2026-04-05,Patiala,29.72,95.2,54.67
2026-04-05,Saharanpur,24.32,42.94,61.0
2026-04-05,Sirsa,25.63,56.75,58.33
2026-04-06,Ambala,20.3,42.74,64.5
2026-04-06,Amritsar,19.2,16.76,92.0
2026-04-06,Bareilly,28.5,70.0,75.0
2026-04-06,Bathinda,29.0,12.9,63.0
2026-04-06,Fatehabad,31.46,52.58,63.2
2026-04-06,Ferozepur,22.78,91.5,56.5
2026-04-06,Hisar,18.7,56.3,75.5
2026-04-06,Jalandhar,20.57,84.58,67.67
2026-04-06,Karnal,30.06,87.36,65.5
2026-04-06,Kurukshetra,21.1,29.57,40.0
2026-04-06,Ludhiana,25.03,144.82,80.83
2026-04-06,Meerut,25.35,22.1,43.5
2026-04-06,Moga,30.2,102.69,77.0
2026-04-06,Patiala,33.2,56.3,74.67
2026-04-06,Sirsa,30.1,25.8,48.0
2026-04-07,Agra,17.9,45.21,60.0
2026-04-07,Ambala,27.83,57.66,80.0
2026-04-07,Amritsar,29.32,105.11,70.25
2026-04-07,Bareilly,28.4,145.2,53.8
2026-04-07,Bathinda,29.1,99.04,83.0
2026-04-07,Fatehabad,35.9,0.0,84.0
2026-04-07,Ferozepur,27.6,31.5,59.67
2026-04-07,Hisar,24.44,150.59,60.71
2026-04-07,Jalandhar,20.42,108.87,71.25
2026-04-07,Karnal,25.3,21.8,70.0
2026-04-07,Kurukshetra,24.75,102.29,74.5
2026-04-07,Ludhiana,18.57,60.08,59.0
2026-04-07,Meerut,22.93,77.45,56.75
2026-04-07,Moga,27.12,59.1,62.75
2026-04-07,Muzaffarnagar,25.03,106.07,47.0
2026-04-07,Patiala,30.7,48.07,70.5
2026-04-07,Saharanpur,22.17,53.44,49.0
2026-04-07,Sirsa,32.9,64.66,60.0
2026-04-08,Agra,29.57,36.48,70.0
2026-04-08,Ambala,32.8,52.7,66.0
2026-04-08,Amritsar,28.53,209.45,68.22
2026-04-08,Bareilly,27.52,153.96,54.8
2026-04-08,Bathinda,19.2,19.9,66.0
2026-04-08,Fatehabad,29.42,100.5,52.0
2026-04-08,Ferozepur,26.47,197.94,59.67
2026-04-08,Hisar,36.2,20.5,92.0
2026-04-08,Jalandhar,25.67,110.1,37.33
2026-04-08,Karnal,27.42,67.9,73.75
2026-04-08,Kurukshetra,27.77,70.86,38.5
2026-04-08,Ludhiana,23.4,56.2,79.5
2026-04-08,Moga,39.0,5.59,
2026-04-08,Muzaffarnagar,28.3,32.5,
2026-04-08,Patiala,23.62,112.6,68.67
2026-04-08,Saharanpur,36.9,43.7,40.0
2026-04-08,Sirsa,29.55,70.8,67.5
2026-04-09,Agra,26.12,132.6,59.0
2026-04-09,Ambala,29.05,115.58,75.67
2026-04-09,Amritsar,31.78,99.66,67.25
2026-04-09,Bareilly,29.13,58.02,45.67
2026-04-09,Fatehabad,27.77,58.2,67.67
2026-04-09,Ferozepur,23.85,116.33,81.25
2026-04-09,Hisar,25.5,99.71,75.0
2026-04-09,Jalandhar,27.96,147.7,67.71
2026-04-09,Karnal,27.46,90.7,66.75
2026-04-09,Kurukshetra,23.89,222.9,73.86
2026-04-09,Meerut,21.6,22.9,55.0
2026-04-09,Moga,23.68,69.32,70.25
2026-04-09,Muzaffarnagar,24.85,21.4,65.0
2026-04-09,Patiala,26.9,24.1,46.67
