arrival_id,arrival_date,mandi_id,crop,variety,arrival_quintal,was_negative_qty,farmer_count
ARR0002775,2026-05-20,MANDI045,Rice,HD-2967,60.33,False,26.0
ARR0014263,2026-05-20,MANDI045,Mustard,Local,79.13,False,129.0
ARR0020553,2026-05-20,MANDI046,Sugarcane,,479.09,False,110.0
ARR0001111,2026-05-20,MANDI046,Cotton,Local,7.34,False,87.0
ARR0017027,2026-05-20,MANDI047,Cotton,Pusa-1121,215.09,False,
ARR0019546,2026-05-20,MANDI047,Sugarcane,Hybrid,172.35,False,83.0
ARR0013379,2026-05-20,MANDI047,Wheat,,18.01,False,9.0
ARR0004691,2026-05-20,MANDI047,Wheat,PBW-343,486.79,True,148.0
ARR0017287,2026-05-20,MANDI048,Maize,HD-2967,104.87,False,125.0
,2026-05-20,MANDI048,Mustard,Hybrid,6.09,False,
ARR0023796,2026-05-20,MANDI049,Maize,Premium,401.71,False,137.0
ARR0009335,2026-05-20,MANDI050,Paddy,Local,214.12,False,78.0
ARR0015396,2026-05-20,MANDI051,Sugarcane,PBW-343,3.13,False,86.0
ARR0007568,2026-05-20,MANDI051,Paddy,Local,29.35,False,142.0
ARR0012703,2026-05-20,MANDI052,Wheat,Pusa-1121,44.62,False,15.0
ARR0018688,2026-05-20,MANDI054,Cotton,PBW-343,386.08,False,12.0
ARR0011664,2026-05-20,MANDI054,Wheat,PBW-343,190.53,False,102.0
ARR0023442,2026-05-20,MANDI056,Cotton,,258.28,False,73.0
ARR0009085,2026-05-20,MANDI056,Paddy,Local,362.59,False,47.0
ARR0003446,2026-05-20,MANDI056,Rice,Local,137.44,False,51.0
ARR0010324,2026-05-20,MANDI056,Wheat,Pusa-1121,311.21,False,
ARR0003375,2026-05-20,MANDI056,Cotton,Local,50.96,False,95.0
ARR0000794,2026-05-21,MANDI001,Paddy,Premium,497.01,False,40.0
ARR0022546,2026-05-21,MANDI002,Wheat,HD-2967,238.79,False,20.0
ARR0011173,2026-05-21,MANDI002,Wheat,Pusa-1121,493.94,False,109.0
ARR0002196,2026-05-21,MANDI003,Maize,PBW-343,134.04,False,112.0
ARR0002196,2026-05-21,MANDI003,Maize,PBW-343,134.04,False,112.0
ARR0021675,2026-05-21,MANDI003,Cotton,Local,9.37,False,36.0
ARR0010139,2026-05-21,MANDI004,Rice,PBW-343,286.12,False,12.0
ARR0009464,2026-05-21,MANDI005,Sugarcane,Hybrid,145.94,False,65.0
ARR0002407,2026-05-21,MANDI005,Mustard,HD-2967,374.16,False,58.0
ARR0003743,2026-05-21,MANDI006,Wheat,,477.81,False,101.0
ARR0020798,2026-05-21,MANDI006,Paddy,Premium,50.13,False,
ARR0020490,2026-05-21,MANDI008,Cotton,Local,329.49,False,112.0
ARR0011275,2026-05-21,MANDI008,Cotton,Pusa-1121,277.03,False,68.0
ARR0015762,2026-05-21,MANDI009,Maize,HD-2967,155.04,False,115.0
ARR0007096,2026-05-21,MANDI010,Sugarcane,Pusa-1121,299.68,False,83.0
ARR0001258,2026-05-21,MANDI010,Mustard,,205.93,False,19.0
ARR0000528,2026-05-21,MANDI010,Mustard,,456.93,False,29.0
ARR0019557,2026-05-21,MANDI011,Cotton,HD-2967,255.98,True,17.0
ARR0024132,2026-05-21,MANDI012,Sugarcane,HD-2967,323.7,False,42.0
ARR0022438,2026-05-21,MANDI012,Cotton,,410.83,False,12.0
ARR0012690,2026-05-21,MANDI013,Sugarcane,Local,237.09,False,
ARR0005067,2026-05-21,MANDI013,Sugarcane,,320.78,False,76.0
ARR0006309,2026-05-21,MANDI015,Mustard,Premium,383.37,False,108.0
ARR0006309,2026-05-21,MANDI015,Mustard,Premium,383.37,False,108.0
ARR0003488,2026-05-21,MANDI015,Rice,Local,47.49,False,59.0
ARR0012806,2026-05-21,MANDI017,Maize,PBW-343,271.47,False,
ARR0002778,2026-05-21,MANDI018,Rice,,1.16,False,12.0
ARR0002336,2026-05-21,MANDI018,Maize,Pusa-1121,225.84,False,
ARR0002189,2026-05-21,MANDI019,Wheat,PBW-343,12.14,False,130.0
ARR0020944,2026-05-21,MANDI020,Sugarcane,Local,457.45,False,93.0
ARR0005218,2026-05-21,MANDI021,Maize,Local,458.05,False,120.0
ARR0005874,2026-05-21,MANDI021,Maize,,199.01,True,21.0
ARR0014666,2026-05-21,MANDI022,Sugarcane,HD-2967,110.51,False,20.0
ARR0021113,2026-05-21,MANDI024,Wheat,Pusa-1121,145.27,False,98.0
ARR0024655,2026-05-21,MANDI024,Sugarcane,Hybrid,304.48,False,18.0
ARR0011544,2026-05-21,MANDI024,Cotton,Local,313.26,False,7.0
ARR0011372,2026-05-21,MANDI025,Rice,Pusa-1121,387.36,False,
,2026-05-21,MANDI025,Wheat,Premium,8.53,False,28.0
,2026-05-21,MANDI026,Wheat,HD-2967,25.8,True,106.0
ARR0007870,2026-05-21,MANDI026,Sugarcane,Hybrid,232.58,False,53.0
ARR0018394,2026-05-21,MANDI027,Cotton,PBW-343,193.2,False,49.0
ARR0009737,2026-05-21,MANDI027,Rice,PBW-343,157.54,False,98.0
ARR0018394,2026-05-21,MANDI027,Cotton,PBW-343,193.2,False,49.0
ARR0010595,2026-05-21,MANDI028,Mustard,Pusa-1121,459.04,False,40.0
ARR0021101,2026-05-21,MANDI029,Mustard,HD-2967,442.11,False,8.0
ARR0024642,2026-05-21,MANDI031,Cotton,Pusa-1121,335.18,False,6.0
ARR0002721,2026-05-21,MANDI031,Mustard,Pusa-1121,329.93,False,9.0
ARR0017383,2026-05-21,MANDI035,Wheat,PBW-343,446.15,False,140.0
ARR0017325,2026-05-21,MANDI035,Rice,Hybrid,392.05,False,102.0
ARR0007445,2026-05-21,MANDI035,Rice,Local,293.04,True,34.0
ARR0001526,2026-05-21,MANDI035,Sugarcane,HD-2967,1.64,True,52.0
ARR0013466,2026-05-21,MANDI035,Mustard,Hybrid,202.39,False,
ARR0021135,2026-05-21,MANDI036,Cotton,Hybrid,453.67,False,6.0
ARR0021135,2026-05-21,MANDI036,Cotton,Hybrid,453.67,False,6.0
ARR0022318,2026-05-21,MANDI037,Cotton,,265.76,False,72.0
ARR0008238,2026-05-21,MANDI037,Maize,Local,319.32,False,83.0
ARR0004596,2026-05-21,MANDI037,Sugarcane,Local,404.27,False,142.0
,2026-05-21,MANDI037,Maize,PBW-343,52.29,False,55.0
ARR0023279,2026-05-21,MANDI038,Sugarcane,,6.69,False,32.0
ARR0021925,2026-05-21,MANDI038,Wheat,Premium,425.46,False,
ARR0006748,2026-05-21,MANDI038,Cotton,Hybrid,339.27,False,
ARR0011243,2026-05-21,MANDI039,Rice,Local,8.26,False,28.0
ARR0011243,2026-05-21,MANDI039,Rice,Local,8.26,False,28.0
ARR0014859,2026-05-21,MANDI039,Wheat,Premium,34.93,False,33.0
ARR0002041,2026-05-21,MANDI041,Cotton,Premium,368.3,False,
ARR0017678,2026-05-21,MANDI041,Cotton,,80.68,False,121.0
ARR0000128,2026-05-21,MANDI042,Maize,Hybrid,46.03,False,105.0
ARR0020904,2026-05-21,MANDI042,Maize,Hybrid,149.77,False,80.0
ARR0019013,2026-05-21,MANDI043,Maize,PBW-343,365.35,False,99.0
ARR0001596,2026-05-21,MANDI043,Mustard,Premium,6.89,False,132.0
ARR0005327,2026-05-21,MANDI043,Sugarcane,Hybrid,276.98,False,11.0
ARR0018941,2026-05-21,MANDI043,Paddy,Hybrid,244.85,False,49.0
ARR0005913,2026-05-21,MANDI044,Sugarcane,HD-2967,283.19,False,19.0
ARR0010020,2026-05-21,MANDI045,Wheat,Local,399.49,False,
ARR0000336,2026-05-21,MANDI045,Mustard,HD-2967,410.31,False,46.0
ARR0023034,2026-05-21,MANDI046,Paddy,PBW-343,7.15,False,112.0
ARR0023215,2026-05-21,MANDI046,Maize,Premium,438.99,False,
ARR0011631,2026-05-21,MANDI047,Maize,Pusa-1121,148.57,False,78.0
ARR0017957,2026-05-21,MANDI048,Mustard,Hybrid,210.95,False,114.0
ARR0009454,2026-05-21,MANDI051,Cotton,PBW-343,462.85,False,7.0
ARR0023684,2026-05-21,MANDI051,Paddy,Local,198.07,False,55.0
ARR0017117,2026-05-21,MANDI052,Mustard,PBW-343,164.46,False,
,2026-05-21,MANDI052,Maize,HD-2967,414.04,False,112.0
ARR0008126,2026-05-21,MANDI054,Cotton,Premium,48.96,False,17.0
ARR0013366,2026-05-21,MANDI055,Mustard,HD-2967,239.73,False,63.0
ARR0013366,2026-05-21,MANDI055,Mustard,HD-2967,239.73,False,63.0
ARR0021126,2026-05-21,MANDI056,Wheat,PBW-343,5.35,False,31.0
ARR0006266,2026-05-21,MANDI056,Mustard,PBW-343,162.22,False,90.0
ARR0001580,2026-05-21,MANDI057,Wheat,Hybrid,158.57,False,53.0
ARR0010272,2026-05-21,MANDI057,Maize,HD-2967,131.62,False,68.0
ARR0011180,2026-05-22,MANDI001,Cotton,Local,79.4,False,134.0
ARR0002597,2026-05-22,MANDI002,Sugarcane,,241.95,False,120.0
ARR0008215,2026-05-22,MANDI003,Sugarcane,Local,3.8,False,73.0
ARR0011176,2026-05-22,MANDI003,Wheat,,62.4,False,93.0
ARR0006105,2026-05-22,MANDI004,Cotton,,498.97,False,63.0
ARR0002085,2026-05-22,MANDI005,Cotton,PBW-343,363.13,False,96.0
ARR0008526,2026-05-22,MANDI005,Sugarcane,Local,13.29,False,12.0
ARR0016267,2026-05-22,MANDI005,Wheat,HD-2967,188.18,False,22.0
ARR0002085,2026-05-22,MANDI005,Cotton,PBW-343,363.13,False,96.0
ARR0013563,2026-05-22,MANDI005,Paddy,,472.39,False,
ARR0011996,2026-05-22,MANDI006,Mustard,Hybrid,463.38,False,
ARR0008222,2026-05-22,MANDI006,Mustard,Pusa-1121,253.13,False,107.0
ARR0015260,2026-05-22,MANDI008,Wheat,PBW-343,257.16,False,140.0
ARR0015260,2026-05-22,MANDI008,Wheat,PBW-343,257.16,False,140.0
ARR0003134,2026-05-22,MANDI008,Mustard,Hybrid,7.42,False,
ARR0014280,2026-05-22,MANDI009,Wheat,Hybrid,478.96,False,
ARR0002808,2026-05-22,MANDI009,Cotton,PBW-343,252.63,False,63.0
ARR0014280,2026-05-22,MANDI009,Wheat,Hybrid,478.96,False,
ARR0002152,2026-05-22,MANDI009,Paddy,HD-2967,293.47,False,128.0
ARR0002194,2026-05-22,MANDI009,Cotton,,473.14,False,75.0
ARR0005533,2026-05-22,MANDI010,Mustard,Premium,202.71,False,105.0
ARR0005688,2026-05-22,MANDI010,Cotton,HD-2967,488.26,False,82.0
ARR0018860,2026-05-22,MANDI010,Rice,Pusa-1121,413.4,False,46.0
ARR0006569,2026-05-22,MANDI010,Wheat,HD-2967,462.59,False,127.0
ARR0022297,2026-05-22,MANDI012,Sugarcane,Premium,249.88,False,44.0
ARR0015733,2026-05-22,MANDI012,Mustard,Pusa-1121,186.07,False,123.0
ARR0014937,2026-05-22,MANDI013,Wheat,Pusa-1121,385.46,False,30.0
ARR0010443,2026-05-22,MANDI013,Mustard,HD-2967,388.26,False,79.0
ARR0003316,2026-05-22,MANDI014,Sugarcane,HD-2967,8.37,False,73.0
ARR0005893,2026-05-22,MANDI014,Cotton,Hybrid,23.99,False,143.0
ARR0017798,2026-05-22,MANDI015,Cotton,Hybrid,147.3,False,41.0
ARR0015544,2026-05-22,MANDI016,Mustard,Pusa-1121,302.94,False,42.0
ARR0018076,2026-05-22,MANDI016,Cotton,Premium,331.31,False,70.0
ARR0022673,2026-05-22,MANDI016,Mustard,,242.21,False,34.0
ARR0010353,2026-05-22,MANDI016,Wheat,PBW-343,57.06,False,136.0
ARR0017845,2026-05-22,MANDI016,Wheat,,181.92,False,115.0
ARR0011842,2026-05-22,MANDI017,Maize,Local,115.03,False,124.0
ARR0024015,2026-05-22,MANDI017,Mustard,Premium,106.82,False,34.0
ARR0008857,2026-05-22,MANDI018,Wheat,Premium,179.12,True,82.0
ARR0013895,2026-05-22,MANDI018,Cotton,,72.34,False,35.0
ARR0005074,2026-05-22,MANDI018,Sugarcane,Premium,8.25,False,
ARR0004933,2026-05-22,MANDI019,Wheat,PBW-343,131.99,False,47.0
ARR0010032,2026-05-22,MANDI019,Cotton,Premium,7.02,False,101.0
ARR0021177,2026-05-22,MANDI020,Rice,Pusa-1121,19.08,False,58.0
ARR0016357,2026-05-22,MANDI021,Paddy,PBW-343,482.12,False,67.0
ARR0020146,2026-05-22,MANDI022,Maize,,458.75,False,66.0
ARR0010391,2026-05-22,MANDI022,Paddy,Local,301.86,False,125.0
ARR0021251,2026-05-22,MANDI023,Wheat,PBW-343,314.24,False,107.0
ARR0018557,2026-05-22,MANDI023,Cotton,HD-2967,324.24,False,56.0
ARR0021015,2026-05-22,MANDI024,Cotton,PBW-343,259.65,False,11.0
ARR0000299,2026-05-22,MANDI024,Cotton,PBW-343,65.87,False,32.0
ARR0022967,2026-05-22,MANDI026,Sugarcane,HD-2967,122.5,False,110.0
ARR0007707,2026-05-22,MANDI027,Rice,Premium,421.13,False,104.0
ARR0005810,2026-05-22,MANDI027,Maize,PBW-343,447.26,False,84.0
ARR0007707,2026-05-22,MANDI027,Rice,Premium,421.13,False,104.0
ARR0001544,2026-05-22,MANDI028,Paddy,Local,110.94,False,
ARR0016286,2026-05-22,MANDI028,Mustard,Local,141.87,False,124.0
ARR0011097,2026-05-22,MANDI029,Cotton,Local,213.96,False,9.0
ARR0005980,2026-05-22,MANDI029,Mustard,Pusa-1121,366.83,False,65.0
ARR0003959,2026-05-22,MANDI029,Mustard,Hybrid,90.91,False,96.0
ARR0019865,2026-05-22,MANDI029,Paddy,HD-2967,33.35,False,144.0
ARR0022744,2026-05-22,MANDI031,Mustard,Pusa-1121,19.95,False,
ARR0009396,2026-05-22,MANDI031,Paddy,PBW-343,89.51,False,85.0
ARR0018547,2026-05-22,MANDI031,Wheat,,205.49,False,105.0
ARR0008193,2026-05-22,MANDI032,Mustard,,254.9,False,117.0
ARR0002053,2026-05-22,MANDI032,Sugarcane,Pusa-1121,195.63,True,37.0
ARR0015773,2026-05-22,MANDI033,Mustard,Hybrid,485.48,False,10.0
ARR0019339,2026-05-22,MANDI033,Sugarcane,Hybrid,395.99,False,
ARR0010758,2026-05-22,MANDI033,Cotton,Premium,305.24,False,96.0
ARR0005971,2026-05-22,MANDI035,Mustard,Local,9.88,False,6.0
ARR0023970,2026-05-22,MANDI035,Wheat,Hybrid,429.83,False,
ARR0008990,2026-05-22,MANDI035,Maize,Local,410.83,False,148.0
ARR0000769,2026-05-22,MANDI035,Maize,PBW-343,64.65,False,65.0
ARR0019887,2026-05-22,MANDI036,Mustard,Local,88.94,False,43.0
ARR0015640,2026-05-22,MANDI037,Wheat,,176.52,False,70.0
ARR0020626,2026-05-22,MANDI040,Rice,Local,259.95,False,
ARR0024934,2026-05-22,MANDI041,Maize,Local,352.63,False,98.0
ARR0017855,2026-05-22,MANDI042,Mustard,Hybrid,130.44,False,129.0
ARR0023210,2026-05-22,MANDI043,Paddy,Premium,9.35,False,143.0
ARR0023201,2026-05-22,MANDI043,Wheat,Hybrid,446.63,False,19.0
ARR0021283,2026-05-22,MANDI043,Wheat,,232.89,False,103.0
ARR0003333,2026-05-22,MANDI043,Maize,Hybrid,250.1,False,84.0
ARR0015916,2026-05-22,MANDI045,Cotton,Premium,29.7,False,119.0
ARR0005382,2026-05-22,MANDI045,Wheat,Hybrid,397.14,False,128.0
ARR0014303,2026-05-22,MANDI046,Sugarcane,Hybrid,134.24,False,40.0
ARR0019135,2026-05-22,MANDI046,Cotton,Pusa-1121,199.02,False,45.0
ARR0019970,2026-05-22,MANDI046,Maize,,30.28,False,69.0
ARR0020054,2026-05-22,MANDI046,Cotton,Premium,477.76,False,
ARR0003742,2026-05-22,MANDI046,Mustard,Hybrid,359.37,True,57.0
ARR0004904,2026-05-22,MANDI047,Cotton,Hybrid,2.43,False,149.0
ARR0017663,2026-05-22,MANDI047,Sugarcane,PBW-343,184.27,False,73.0
ARR0021485,2026-05-22,MANDI047,Maize,Local,463.1,False,
ARR0017840,2026-05-22,MANDI047,Paddy,Premium,216.44,False,7.0
ARR0006901,2026-05-22,MANDI048,Wheat,Premium,387.75,False,118.0
ARR0023541,2026-05-22,MANDI048,Paddy,Pusa-1121,416.68,False,33.0
ARR0020933,2026-05-22,MANDI048,Wheat,Hybrid,488.66,False,78.0
ARR0024457,2026-05-22,MANDI050,Wheat,Pusa-1121,169.92,False,89.0
ARR0008006,2026-05-22,MANDI051,Rice,Pusa-1121,24.61,False,98.0
ARR0007726,2026-05-22,MANDI051,Mustard,Pusa-1121,359.2,False,84.0
ARR0021051,2026-05-22,MANDI051,Paddy,Local,195.23,False,87.0
ARR0006352,2026-05-22,MANDI051,Wheat,Pusa-1121,1.36,False,139.0
ARR0017476,2026-05-22,MANDI053,Paddy,Local,344.15,False,106.0
ARR0017476,2026-05-22,MANDI053,Paddy,Local,344.15,False,106.0
ARR0020141,2026-05-22,MANDI053,Cotton,Premium,364.25,False,62.0
ARR0001959,2026-05-22,MANDI053,Wheat,Pusa-1121,343.2,False,
ARR0012669,2026-05-22,MANDI054,Cotton,Hybrid,466.71,False,26.0
ARR0016174,2026-05-22,MANDI055,Wheat,Hybrid,51.73,False,133.0
ARR0019179,2026-05-22,MANDI056,Maize,Hybrid,168.43,False,96.0
ARR0004272,2026-05-22,MANDI056,Maize,,263.24,False,105.0
ARR0002237,2026-05-22,MANDI056,Rice,Pusa-1121,234.8,False,
ARR0003313,2026-05-22,MANDI056,Wheat,Premium,1.88,True,37.0
ARR0006470,2026-05-22,MANDI056,Mustard,Hybrid,1.26,False,50.0
ARR0008774,2026-05-22,MANDI057,Mustard,Local,21.57,False,
ARR0022267,2026-05-22,MANDI057,Cotton,Pusa-1121,141.89,False,97.0
ARR0020197,2026-05-23,MANDI001,Wheat,Hybrid,330.32,False,123.0
ARR0004812,2026-05-23,MANDI001,Maize,PBW-343,483.83,False,56.0
ARR0000147,2026-05-23,MANDI002,Paddy,,117.37,False,60.0
ARR0022175,2026-05-23,MANDI005,Cotton,HD-2967,267.31,False,35.0
ARR0010048,2026-05-23,MANDI005,Paddy,PBW-343,403.7,False,97.0
ARR0005306,2026-05-23,MANDI006,Cotton,HD-2967,261.96,False,130.0
ARR0018343,2026-05-23,MANDI006,Sugarcane,Local,9.67,False,30.0
ARR0012656,2026-05-23,MANDI007,Sugarcane,HD-2967,306.8,False,
,2026-05-23,MANDI008,Cotton,,0.81,False,67.0
ARR0013094,2026-05-23,MANDI008,Sugarcane,Local,309.1,False,111.0
ARR0009585,2026-05-23,MANDI009,Cotton,Local,450.42,False,37.0
ARR0004610,2026-05-23,MANDI010,Cotton,,3.17,False,34.0
ARR0006208,2026-05-23,MANDI010,Mustard,Local,118.65,False,28.0
ARR0005050,2026-05-23,MANDI011,Mustard,Local,238.0,False,69.0
ARR0002018,2026-05-23,MANDI012,Sugarcane,,1.13,True,63.0
ARR0019945,2026-05-23,MANDI013,Rice,,7.84,False,104.0
ARR0010712,2026-05-23,MANDI014,Wheat,HD-2967,184.34,False,103.0
ARR0006396,2026-05-23,MANDI014,Cotton,Hybrid,81.53,False,88.0
ARR0010855,2026-05-23,MANDI015,Maize,,11.99,False,
ARR0011802,2026-05-23,MANDI016,Rice,Hybrid,308.78,False,87.0
ARR0024863,2026-05-23,MANDI017,Mustard,Local,229.7,False,129.0
ARR0015175,2026-05-23,MANDI017,Cotton,Premium,92.95,False,122.0
ARR0009381,2026-05-23,MANDI018,Rice,HD-2967,6.18,False,144.0
ARR0011702,2026-05-23,MANDI019,Maize,Hybrid,47.41,False,
ARR0021949,2026-05-23,MANDI019,Mustard,,415.85,False,104.0
ARR0000906,2026-05-23,MANDI019,Sugarcane,HD-2967,153.41,False,129.0
ARR0009139,2026-05-23,MANDI019,Paddy,Local,463.16,False,
ARR0010173,2026-05-23,MANDI019,Sugarcane,Local,138.33,False,124.0
,2026-05-23,MANDI019,Paddy,PBW-343,269.34,False,31.0
ARR0018125,2026-05-23,MANDI021,Maize,Pusa-1121,369.84,False,13.0
ARR0013511,2026-05-23,MANDI022,Mustard,Premium,32.08,False,120.0
ARR0018286,2026-05-23,MANDI022,Sugarcane,PBW-343,359.1,False,148.0
ARR0011317,2026-05-23,MANDI023,Mustard,Pusa-1121,262.56,False,136.0
ARR0008423,2026-05-23,MANDI023,Mustard,PBW-343,297.31,False,11.0
ARR0024309,2026-05-23,MANDI023,Maize,PBW-343,457.56,False,149.0
ARR0011317,2026-05-23,MANDI023,Mustard,Pusa-1121,262.56,False,136.0
ARR0023451,2026-05-23,MANDI026,Mustard,HD-2967,346.19,False,129.0
ARR0014856,2026-05-23,MANDI026,Cotton,PBW-343,197.75,False,
ARR0021378,2026-05-23,MANDI027,Cotton,Local,145.82,False,126.0
ARR0020270,2026-05-23,MANDI028,Mustard,,424.77,False,113.0
ARR0013571,2026-05-23,MANDI028,Maize,,430.11,False,89.0
ARR0013571,2026-05-23,MANDI028,Maize,,430.11,False,89.0
ARR0021389,2026-05-23,MANDI029,Maize,HD-2967,93.55,False,65.0
ARR0016129,2026-05-23,MANDI029,Paddy,Hybrid,51.17,False,
ARR0000969,2026-05-23,MANDI029,Cotton,HD-2967,387.66,False,7.0
ARR0005177,2026-05-23,MANDI030,Cotton,Premium,4.79,False,73.0
ARR0009816,2026-05-23,MANDI030,Maize,Local,344.74,False,42.0
ARR0019503,2026-05-23,MANDI032,Sugarcane,Hybrid,341.89,False,51.0
ARR0000362,2026-05-23,MANDI032,Cotton,Hybrid,217.73,False,63.0
ARR0016313,2026-05-23,MANDI034,Wheat,PBW-343,280.96,False,68.0
ARR0010555,2026-05-23,MANDI035,Sugarcane,Premium,425.4,False,132.0
ARR0003618,2026-05-23,MANDI037,Sugarcane,PBW-343,2.96,True,145.0
ARR0003956,2026-05-23,MANDI037,Maize,,367.81,False,
ARR0012822,2026-05-23,MANDI038,Cotton,Premium,35.59,False,103.0
ARR0011095,2026-05-23,MANDI038,Rice,Pusa-1121,139.73,False,135.0
ARR0011231,2026-05-23,MANDI039,Cotton,HD-2967,282.8,False,39.0
ARR0000211,2026-05-23,MANDI039,Maize,Local,77.19,False,7.0
ARR0017894,2026-05-23,MANDI040,Sugarcane,HD-2967,95.64,False,81.0
,2026-05-23,MANDI041,Rice,Hybrid,476.45,False,
ARR0007974,2026-05-23,MANDI041,Mustard,Local,9.15,False,38.0
ARR0015658,2026-05-23,MANDI042,Rice,Hybrid,142.76,False,14.0
ARR0003311,2026-05-23,MANDI042,Wheat,HD-2967,127.48,True,118.0
ARR0018150,2026-05-23,MANDI042,Mustard,Premium,499.02,False,149.0
ARR0015658,2026-05-23,MANDI042,Rice,Hybrid,142.76,False,14.0
,2026-05-23,MANDI043,Cotton,PBW-343,4.54,False,134.0
ARR0012616,2026-05-23,MANDI044,Sugarcane,Hybrid,118.03,False,
ARR0010658,2026-05-23,MANDI045,Maize,,318.32,False,101.0
ARR0007044,2026-05-23,MANDI045,Sugarcane,Hybrid,482.55,False,145.0
ARR0014605,2026-05-23,MANDI048,Rice,Premium,28.25,False,128.0
ARR0010747,2026-05-23,MANDI048,Sugarcane,PBW-343,86.56,False,89.0
ARR0001884,2026-05-23,MANDI048,Maize,Hybrid,442.31,False,47.0
ARR0002593,2026-05-23,MANDI051,Wheat,HD-2967,244.97,False,100.0
ARR0000222,2026-05-23,MANDI051,Maize,Local,8.93,False,8.0
ARR0011428,2026-05-23,MANDI051,Mustard,Premium,274.14,False,84.0
ARR0012547,2026-05-23,MANDI051,Cotton,Premium,398.2,False,77.0
ARR0012529,2026-05-23,MANDI052,Cotton,Premium,463.56,False,148.0
ARR0001186,2026-05-23,MANDI053,Mustard,Local,103.48,False,72.0
ARR0012612,2026-05-23,MANDI053,Wheat,Hybrid,6.91,False,16.0
ARR0019817,2026-05-23,MANDI053,Maize,,421.23,False,46.0
ARR0020702,2026-05-23,MANDI055,Rice,Hybrid,7.18,False,91.0
ARR0005248,2026-05-23,MANDI055,Maize,Hybrid,1.26,True,81.0
ARR0014115,2026-05-23,MANDI055,Cotton,PBW-343,21.19,False,71.0
ARR0014621,2026-05-23,MANDI056,Sugarcane,Local,9.53,False,80.0
ARR0012212,2026-05-23,MANDI056,Paddy,Local,112.79,True,86.0
ARR0022199,2026-05-24,MANDI001,Rice,Premium,364.4,False,72.0
ARR0012692,2026-05-24,MANDI001,Sugarcane,,136.25,False,45.0
ARR0003397,2026-05-24,MANDI002,Cotton,PBW-343,3.75,False,35.0
ARR0019373,2026-05-24,MANDI003,Rice,Pusa-1121,393.93,False,13.0
ARR0021463,2026-05-24,MANDI003,Wheat,Local,3.7,True,
ARR0006429,2026-05-24,MANDI004,Mustard,Pusa-1121,431.17,False,20.0
ARR0020524,2026-05-24,MANDI004,Wheat,PBW-343,306.71,False,145.0
ARR0024143,2026-05-24,MANDI004,Mustard,PBW-343,453.38,False,
ARR0020524,2026-05-24,MANDI004,Wheat,PBW-343,306.71,False,145.0
ARR0022466,2026-05-24,MANDI004,Maize,PBW-343,2.7,False,42.0
,2026-05-24,MANDI005,Paddy,PBW-343,77.64,False,117.0
ARR0010297,2026-05-24,MANDI005,Rice,Hybrid,59.45,False,72.0
ARR0010297,2026-05-24,MANDI005,Rice,Hybrid,59.45,False,72.0
ARR0001416,2026-05-24,MANDI005,Paddy,Pusa-1121,475.35,False,
ARR0003985,2026-05-24,MANDI008,Mustard,Premium,337.32,False,50.0
ARR0008350,2026-05-24,MANDI008,Mustard,Premium,66.48,False,143.0
ARR0024601,2026-05-24,MANDI009,Rice,Premium,255.42,False,
ARR0020094,2026-05-24,MANDI009,Cotton,PBW-343,261.39,False,63.0
ARR0006777,2026-05-24,MANDI009,Cotton,,303.9,False,19.0
ARR0021604,2026-05-24,MANDI010,Sugarcane,Premium,398.51,False,37.0
ARR0023300,2026-05-24,MANDI010,Rice,Pusa-1121,1.49,True,33.0
ARR0021893,2026-05-24,MANDI011,Wheat,Local,182.65,False,103.0
ARR0023756,2026-05-24,MANDI011,Paddy,Premium,1.68,False,44.0
ARR0013951,2026-05-24,MANDI012,Wheat,HD-2967,494.08,False,35.0
ARR0000124,2026-05-24,MANDI012,Sugarcane,HD-2967,62.03,False,112.0
ARR0015554,2026-05-24,MANDI013,Cotton,HD-2967,78.25,False,106.0
ARR0018561,2026-05-24,MANDI014,Cotton,HD-2967,484.92,False,79.0
ARR0010875,2026-05-24,MANDI015,Mustard,Hybrid,184.42,False,39.0
ARR0003978,2026-05-24,MANDI016,Cotton,Local,340.92,False,45.0
ARR0006399,2026-05-24,MANDI016,Cotton,,108.19,False,9.0
ARR0008326,2026-05-24,MANDI016,Paddy,HD-2967,3.94,False,109.0
ARR0000205,2026-05-24,MANDI017,Cotton,,170.37,False,
ARR0023645,2026-05-24,MANDI018,Maize,Pusa-1121,100.58,False,70.0
ARR0022632,2026-05-24,MANDI019,Cotton,PBW-343,268.61,False,
ARR0011643,2026-05-24,MANDI019,Cotton,Local,398.09,False,105.0
ARR0016819,2026-05-24,MANDI021,Maize,Local,426.95,False,135.0
ARR0000393,2026-05-24,MANDI021,Mustard,PBW-343,38.57,False,
ARR0004107,2026-05-24,MANDI022,Cotton,HD-2967,8.76,False,30.0
ARR0020992,2026-05-24,MANDI022,Sugarcane,Premium,477.21,False,90.0
ARR0020482,2026-05-24,MANDI023,Sugarcane,Hybrid,205.66,False,39.0
ARR0004241,2026-05-24,MANDI023,Sugarcane,PBW-343,303.16,False,80.0
ARR0019499,2026-05-24,MANDI023,Sugarcane,HD-2967,8.56,False,120.0
ARR0009629,2026-05-24,MANDI023,Mustard,PBW-343,462.41,False,49.0
ARR0021256,2026-05-24,MANDI024,Cotton,,35.32,False,15.0
ARR0000954,2026-05-24,MANDI025,Sugarcane,Hybrid,63.38,False,130.0
