trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,was_impossible_duration,distance_km,vehicle_no_clean,driver_id,is_delayed
TRP005019,MANDI047,WH-East,2026-04-16 01:28:34,2026-04-16 15:28:34,14.0,False,658.7,RJ-14-BC-1190,DRV273,False
TRP001041,MANDI037,WH-South,2026-04-16 01:55:00,2026-04-16 18:13:00,16.3,False,665.4,UP-85-CD-5902,DRV878,False
TRP001878,MANDI004,WH-South,2026-04-16 03:20:05,2026-04-16 15:50:05,12.5,False,735.5,RJ-84-CD-7907,DRV707,False
TRP006709,MANDI012,WH-West,2026-04-16 03:22:08,2026-04-16 23:34:08,20.2,False,1139.0,UP-56-CD-3458,DRV531,True
TRP001461,MANDI052,WH-West,2026-04-16 03:22:19,2026-04-16 11:58:19,8.6,False,,RJ-54-AB-2226,DRV583,False
TRP006251,MANDI053,WH-West,2026-04-16 03:30:00,2026-04-17 01:00:56,21.52,False,1002.8,RJ-23-DF-5464,DRV793,True
TRP003596,MANDI019,Export-Terminal,2026-04-16 03:46:00,2026-04-16 06:04:00,2.3,False,125.2,HR-66-BC-2362,DRV757,False
TRP003596,MANDI019,Export-Terminal,2026-04-16 03:46:00,2026-04-16 06:04:00,2.3,False,125.2,HR-66-BC-2362,DRV757,False
TRP009922,MANDI037,WH-Central,2026-04-16 03:51:00,2026-04-16 09:51:17,6.0,False,277.9,PB-13-BC-7995,DRV804,False
TRP001905,MANDI016,WH-Central,2026-04-16 04:23:38,2026-04-16 21:29:00,17.09,False,733.3,UP-73-DF-4818,DRV849,False
TRP008366,MANDI053,WH-West,2026-04-16 04:25:00,2026-04-17 02:19:23,21.91,False,1208.8,PB-70-CD-4372,DRV366,True
TRP000617,MANDI049,WH-Central,2026-04-16 04:36:54,,7.5,False,407.0,RJ-51-CD-9550,DRV737,False
TRP007029,MANDI037,WH-North,2026-04-16 06:38:00,2026-04-16 19:56:00,13.3,False,685.3,HR-90-BC-7135,DRV782,False
TRP009020,MANDI039,WH-South,2026-04-16 07:20:50,2026-04-16 17:14:50,9.9,False,542.9,DL-36-AB-3632,DRV652,False
TRP003132,MANDI039,WH-North,2026-04-16 07:25:00,2026-04-16 11:37:00,4.2,False,190.4,PB-82-BC-6549,DRV766,False
TRP000327,MANDI002,WH-West,2026-04-16 08:45:51,2026-04-16 12:09:00,3.39,False,147.4,UP-65-AB-5142,DRV986,False
TRP005967,MANDI026,WH-South,2026-04-16 08:53:00,2026-04-17 03:05:53,18.21,False,1039.3,PB-85-BC-8405,DRV178,False
TRP009675,MANDI020,Export-Terminal,2026-04-16 09:34:19,2026-04-16 21:04:00,11.49,False,540.3,HR-28-BC-1004,DRV812,False
TRP002383,MANDI045,WH-Central,2026-04-16 09:37:00,2026-04-16 13:43:00,4.1,False,,PB-58-BC-1979,,False
TRP001797,MANDI023,Export-Terminal,2026-04-16 09:54:00,2026-04-17 09:54:08,24.0,False,968.7,PB-92-BC-9017,DRV218,False
TRP002976,MANDI023,Export-Terminal,2026-04-16 10:17:05,2026-04-16 19:47:05,9.5,False,438.1,DL-72-CD-6141,DRV594,False
TRP000080,MANDI002,Export-Terminal,2026-04-16 10:27:52,2026-04-16 23:33:00,13.09,False,,RJ-44-CD-2954,DRV248,False
TRP007304,MANDI048,WH-Central,2026-04-16 12:01:19,2026-04-17 10:19:19,22.3,False,1080.8,UP-38-BC-8331,DRV479,True
TRP005248,MANDI049,Export-Terminal,2026-04-16 12:22:00,2026-04-17 04:40:00,16.3,False,781.6,RJ-38-BC-5158,DRV187,False
TRP001355,MANDI025,Export-Terminal,2026-04-16 12:46:30,2026-04-17 10:46:30,22.0,False,1261.6,HR-83-AB-9061,DRV329,True
TRP008410,MANDI049,WH-South,2026-04-16 13:00:00,2026-04-17 02:00:12,13.0,False,617.9,UP-78-AB-8055,DRV490,False
TRP005267,MANDI011,WH-Central,2026-04-16 13:01:00,2026-04-16 15:43:00,2.7,False,141.6,DL-27-CD-4962,,False
TRP005267,MANDI011,WH-Central,2026-04-16 13:01:00,2026-04-16 15:43:00,2.7,False,141.6,DL-27-CD-4962,,False
TRP009842,MANDI003,WH-West,2026-04-16 13:08:00,2026-04-17 05:20:57,16.22,False,859.6,RJ-46-AB-9057,DRV282,False
TRP004148,MANDI011,WH-South,2026-04-16 14:26:00,2026-04-17 14:02:00,23.6,False,1016.7,,,True
TRP001957,MANDI007,WH-East,2026-04-16 14:35:00,2026-04-17 00:00:00,9.42,False,1258.8,UP-16-BC-5953,DRV326,False
TRP006117,MANDI045,WH-Central,2026-04-16 15:03:08,2026-04-17 00:00:00,8.95,False,584.1,HR-76-CD-8183,DRV922,False
TRP000616,MANDI042,WH-Central,2026-04-16 15:24:04,2026-04-17 09:18:00,17.9,False,894.7,,,False
TRP002940,MANDI052,WH-North,2026-04-16 15:31:00,2026-04-17 09:49:09,18.3,False,875.3,DL-19-AB-6113,,True
TRP007681,MANDI040,WH-West,2026-04-16 17:25:54,2026-04-17 00:00:00,6.57,False,1016.9,PB-15-DF-6450,DRV524,False
TRP008753,MANDI038,WH-North,2026-04-16 18:01:43,2026-04-17 00:00:00,5.97,False,925.6,DL-95-DF-5023,DRV732,False
TRP007746,MANDI049,WH-East,2026-04-16 18:56:07,2026-04-17 16:26:07,21.5,False,1092.3,PB-70-BC-4945,DRV437,True
TRP004269,MANDI016,WH-East,2026-04-16 19:11:34,2026-04-17 04:05:34,8.9,False,420.0,RJ-31-CD-9403,,False
TRP002423,MANDI037,WH-North,2026-04-16 19:43:40,,18.5,False,846.2,RJ-15-BC-4593,,False
TRP003425,MANDI052,WH-East,2026-04-16 19:54:51,2026-04-17 09:18:00,13.39,False,,,DRV231,False
TRP003880,MANDI054,WH-West,2026-04-16 20:15:17,2026-04-17 00:00:00,3.75,False,1108.2,UP-68-DF-7783,DRV997,False
TRP009991,MANDI049,WH-West,2026-04-16 21:35:46,2026-04-16 23:53:46,2.3,False,104.7,HR-85-AB-7028,DRV908,False
TRP008324,MANDI025,WH-East,2026-04-16 21:39:39,2026-04-17 01:03:39,3.4,False,203.6,PB-19-BC-5198,,False
TRP002465,MANDI032,WH-South,2026-04-16 22:22:33,2026-04-17 01:16:00,2.89,False,119.3,PB-80-CD-2152,DRV265,False
TRP002658,MANDI040,WH-East,2026-04-16 22:46:47,2026-04-17 03:46:47,5.0,False,234.2,RJ-61-DF-5034,,False
TRP003728,MANDI042,WH-North,2026-04-16 22:53:00,2026-04-17 13:17:21,14.41,False,705.6,UP-38-AB-7137,,True
TRP009858,MANDI047,WH-North,2026-04-16 23:25:49,2026-04-17 10:13:49,10.8,False,450.7,PB-10-CD-2349,DRV959,False
TRP000934,MANDI046,WH-East,2026-04-16 23:40:28,2026-04-17 13:40:00,13.99,False,770.7,HR-67-BC-6004,DRV492,False
TRP003984,MANDI021,WH-East,2026-04-17 00:00:00,,9.7,False,393.1,RJ-70-BC-3537,DRV935,False
TRP007361,MANDI037,Export-Terminal,2026-04-17 00:00:00,2026-04-18 05:32:11,29.54,False,1227.0,UP-58-CD-6136,,True
TRP003910,MANDI057,WH-East,2026-04-17 00:00:00,2026-04-17 12:38:11,12.64,False,311.4,RJ-22-CD-8712,DRV698,False
TRP003175,MANDI042,Export-Terminal,2026-04-17 00:00:00,2026-04-18 07:01:00,31.02,False,630.7,PB-14-BC-8617,DRV402,True
TRP000973,MANDI019,WH-South,2026-04-17 00:00:00,,4.4,False,234.6,UP-84-DF-7652,DRV729,False
TRP005220,MANDI046,WH-East,2026-04-17 00:00:00,2026-04-17 13:50:00,13.83,False,406.9,UP-72-AB-5798,DRV612,False
TRP000411,MANDI035,WH-East,2026-04-17 00:46:24,,11.1,False,658.4,RJ-16-CD-7271,DRV363,False
TRP003303,MANDI029,WH-Central,2026-04-17 01:16:07,2026-04-17 15:22:07,14.1,False,,RJ-18-BC-5288,DRV863,False
TRP009214,MANDI012,WH-South,2026-04-17 01:35:00,2026-04-17 16:23:00,14.8,False,804.8,HR-54-AB-5464,DRV227,False
TRP006739,MANDI019,WH-North,2026-04-17 01:43:00,2026-04-17 05:31:14,3.8,False,167.0,,DRV265,False
TRP008980,MANDI031,WH-North,2026-04-17 02:01:00,2026-04-17 16:55:00,14.9,False,645.7,,DRV983,False
TRP000568,MANDI040,WH-East,2026-04-17 03:00:49,2026-04-17 18:42:49,15.7,False,826.6,PB-43-CD-6306,DRV833,False
TRP004243,MANDI025,WH-Central,2026-04-17 03:35:00,2026-04-17 22:59:00,19.4,False,947.0,RJ-49-BC-3522,DRV693,False
TRP002106,MANDI006,WH-North,2026-04-17 04:30:00,2026-04-17 10:30:07,6.0,False,257.3,DL-53-BC-4403,DRV812,False
TRP000886,MANDI044,Export-Terminal,2026-04-17 05:12:00,2026-04-18 02:36:41,21.41,False,1201.4,RJ-41-AB-3023,DRV942,True
TRP001080,MANDI031,WH-Central,2026-04-17 06:41:44,2026-04-17 18:47:44,12.1,False,624.7,,DRV703,False
TRP003627,MANDI044,WH-South,2026-04-17 07:23:36,2026-04-17 11:59:00,4.59,False,208.3,PB-99-AB-3568,DRV346,False
TRP004373,MANDI002,Export-Terminal,2026-04-17 07:26:00,2026-04-17 17:50:05,10.4,False,560.9,UP-74-CD-2789,,False
TRP005024,MANDI007,Export-Terminal,2026-04-17 07:48:57,2026-04-17 23:36:57,15.8,False,636.5,DL-91-BC-4191,DRV357,False
TRP001991,MANDI019,WH-South,2026-04-17 08:24:14,2026-04-17 22:36:14,14.2,False,642.1,DL-43-DF-4964,DRV948,False
TRP005408,MANDI005,Export-Terminal,2026-04-17 08:34:00,2026-04-18 00:00:00,15.43,False,900.5,DL-51-DF-5379,DRV593,False
TRP000533,MANDI039,Export-Terminal,2026-04-17 09:47:45,2026-04-17 17:41:00,7.89,False,429.4,UP-13-AB-6530,,False
TRP008176,MANDI019,WH-South,2026-04-17 09:58:21,2026-04-18 04:58:21,19.0,False,1024.4,HR-57-CD-6679,DRV976,True
TRP009069,MANDI021,Export-Terminal,2026-04-17 10:09:34,2026-04-18 00:33:34,14.4,False,794.5,PB-15-BC-1283,DRV770,False
TRP002789,MANDI041,Export-Terminal,2026-04-17 11:07:01,2026-04-17 13:37:01,2.5,False,115.1,,DRV827,False
TRP002762,MANDI057,WH-East,2026-04-17 13:10:00,2026-04-18 01:46:00,12.6,False,539.0,PB-99-CD-6424,DRV265,False
TRP008320,MANDI051,WH-North,2026-04-17 13:38:04,2026-04-18 09:02:04,19.4,False,980.5,PB-99-DF-8793,DRV311,False
TRP002783,MANDI007,WH-East,2026-04-17 13:53:05,2026-04-18 00:59:05,11.1,False,547.2,UP-42-CD-7397,DRV137,False
TRP009611,MANDI002,Export-Terminal,2026-04-17 14:22:13,2026-04-17 23:52:13,9.5,False,382.8,DL-84-CD-6435,DRV232,False
TRP001142,MANDI012,WH-East,2026-04-17 14:27:21,2026-04-18 06:33:00,16.09,False,805.8,DL-43-CD-4008,,False
TRP009028,MANDI026,WH-South,2026-04-17 15:15:00,2026-04-18 12:09:26,20.91,False,1171.6,RJ-16-CD-3877,,True
TRP007407,MANDI004,WH-North,2026-04-17 16:19:00,2026-04-18 00:00:00,7.68,False,599.3,DL-40-BC-9771,DRV250,False
TRP002765,MANDI057,WH-North,2026-04-17 17:18:42,2026-04-17 23:24:00,6.09,False,300.0,HR-13-CD-6595,DRV996,False
TRP006442,MANDI015,WH-North,2026-04-17 18:24:00,2026-04-18 16:42:20,22.31,False,1022.2,UP-52-BC-2862,DRV871,True
TRP009950,MANDI029,WH-North,2026-04-17 19:36:59,2026-04-18 18:48:00,23.18,False,1060.1,,DRV412,True
TRP003385,MANDI038,WH-Central,2026-04-17 19:52:27,2026-04-18 13:52:27,18.0,False,756.3,RJ-99-CD-4712,DRV393,False
TRP007836,MANDI010,WH-North,2026-04-17 20:01:44,2026-04-18 16:25:44,20.4,False,907.0,HR-12-AB-1551,DRV969,True
TRP005121,MANDI019,Export-Terminal,2026-04-17 20:16:56,2026-04-18 09:28:56,13.2,False,739.9,DL-70-BC-4599,DRV298,False
TRP008965,MANDI006,WH-South,2026-04-17 20:45:34,2026-04-18 13:09:00,16.39,False,863.3,,DRV872,False
TRP000430,MANDI044,WH-East,2026-04-17 21:29:52,2026-04-18 09:17:52,11.8,False,653.4,HR-97-AB-4024,DRV353,False
TRP008996,MANDI011,WH-West,2026-04-17 23:50:00,2026-04-18 20:20:00,20.5,False,983.0,HR-87-CD-4690,DRV452,True
TRP003867,MANDI052,WH-South,2026-04-18 00:00:00,2026-04-19 05:18:16,29.3,False,294.3,DL-87-CD-2957,DRV430,True
TRP005503,MANDI035,WH-North,2026-04-18 00:00:00,2026-04-18 16:06:00,16.1,False,679.8,PB-19-DF-7962,DRV733,True
TRP003089,MANDI006,WH-West,2026-04-18 02:23:00,2026-04-18 23:35:00,21.2,False,1267.6,,DRV495,False
TRP008003,MANDI031,WH-East,2026-04-18 02:31:25,2026-04-18 19:07:00,16.59,False,798.0,RJ-14-CD-2359,,False
TRP003034,MANDI057,WH-North,2026-04-18 02:32:00,2026-04-19 00:20:19,21.81,False,1033.3,UP-90-AB-5364,DRV225,True
TRP001414,MANDI040,WH-East,2026-04-18 03:09:00,2026-04-18 20:27:48,17.31,False,815.1,RJ-66-BC-3242,DRV454,False
TRP006701,MANDI041,Export-Terminal,2026-04-18 03:50:00,2026-04-18 07:32:00,3.7,False,192.1,DL-22-DF-6780,,False
TRP009192,MANDI018,Export-Terminal,2026-04-18 04:52:00,2026-04-18 10:52:00,6.0,False,247.2,DL-65-AB-6855,DRV903,False
TRP004214,MANDI052,Export-Terminal,2026-04-18 05:39:54,2026-04-18 14:57:00,9.28,False,,UP-91-BC-7101,DRV517,False
TRP007083,MANDI052,WH-North,2026-04-18 05:44:46,2026-04-18 20:20:46,14.6,False,649.5,HR-15-AB-5028,DRV497,True
TRP003388,MANDI013,WH-South,2026-04-18 06:08:08,2026-04-18 23:50:08,17.7,False,745.3,HR-32-CD-6594,DRV521,False
TRP009402,MANDI013,WH-North,2026-04-18 06:39:37,2026-04-18 15:03:37,8.4,False,390.1,RJ-93-AB-1579,DRV669,False
TRP007373,MANDI050,Export-Terminal,2026-04-18 07:06:00,2026-04-19 02:18:27,19.21,False,856.2,PB-64-BC-3072,DRV876,True
TRP003042,MANDI015,WH-Central,2026-04-18 07:36:31,2026-04-18 11:24:00,3.79,False,181.7,PB-90-AB-4120,DRV539,False
TRP000292,MANDI020,WH-West,2026-04-18 08:46:07,2026-04-19 00:34:07,15.8,False,645.6,DL-30-CD-2755,DRV339,False
TRP005058,MANDI010,WH-Central,2026-04-18 09:28:24,2026-04-18 15:34:24,6.1,False,250.6,DL-65-BC-5738,DRV119,False
TRP006185,MANDI023,WH-Central,2026-04-18 09:30:58,2026-04-19 08:24:00,22.88,False,1044.4,HR-59-DF-4970,DRV889,True
TRP008613,MANDI052,WH-Central,2026-04-18 10:19:00,2026-04-18 14:55:27,4.61,False,201.3,,DRV181,False
TRP004005,MANDI044,Export-Terminal,2026-04-18 10:33:00,2026-04-19 02:57:33,16.41,False,867.5,UP-20-CD-4515,DRV652,False
TRP009134,MANDI008,WH-North,2026-04-18 10:44:00,2026-04-19 04:32:38,17.81,False,878.6,RJ-35-BC-3117,DRV971,False
TRP005095,MANDI052,Export-Terminal,2026-04-18 10:44:25,2026-04-18 21:50:00,11.09,False,562.6,HR-31-CD-7961,DRV112,False
TRP009451,MANDI044,WH-West,2026-04-18 10:49:22,,9.7,False,,RJ-61-DF-9580,DRV867,False
TRP009670,MANDI022,WH-East,2026-04-18 12:17:44,2026-04-19 05:59:44,17.7,False,1047.5,HR-67-BC-4140,DRV128,False
TRP004645,MANDI057,Export-Terminal,2026-04-18 12:21:00,2026-04-19 00:45:00,12.4,False,,UP-30-AB-2006,DRV867,False
TRP000775,MANDI036,WH-West,2026-04-18 12:30:00,2026-04-18 14:42:20,2.21,False,,HR-24-CD-9404,DRV836,False
TRP008876,MANDI047,WH-East,2026-04-18 15:28:00,2026-04-19 09:10:07,17.7,False,846.7,UP-10-DF-5224,,False
TRP005066,MANDI052,WH-North,2026-04-18 15:34:12,2026-04-19 05:40:12,14.1,False,815.4,,DRV880,True
TRP001490,MANDI049,WH-West,2026-04-18 16:07:41,2026-04-18 22:49:00,6.69,False,374.1,HR-86-AB-6403,DRV188,False
TRP006416,MANDI002,Export-Terminal,2026-04-18 17:49:00,2026-04-19 11:37:00,17.8,False,874.8,RJ-64-DF-9575,DRV857,False
TRP005482,MANDI048,WH-Central,2026-04-18 18:11:36,2026-04-19 16:29:00,22.29,False,1102.3,UP-23-BC-7286,DRV270,True
TRP003401,MANDI047,WH-South,2026-04-18 19:12:17,2026-04-19 05:00:17,9.8,False,517.5,UP-24-DF-1950,DRV981,False
TRP003401,MANDI047,WH-South,2026-04-18 19:12:17,2026-04-19 05:00:17,9.8,False,517.5,UP-24-DF-1950,DRV981,False
TRP004822,MANDI017,WH-West,2026-04-18 20:37:58,2026-04-19 04:55:58,8.3,False,453.6,DL-98-CD-3422,DRV471,False
TRP001191,MANDI022,WH-South,2026-04-18 20:56:00,2026-04-19 10:26:51,13.51,False,,,DRV377,False
TRP006453,MANDI009,WH-South,2026-04-18 21:00:40,2026-04-19 01:12:40,4.2,False,194.8,DL-90-BC-9935,DRV127,False
TRP008095,MANDI007,WH-North,2026-04-18 21:12:42,,6.7,False,379.6,UP-87-AB-8979,DRV733,False
TRP001664,MANDI034,WH-South,2026-04-18 21:19:00,,8.2,False,331.2,PB-25-DF-8152,DRV263,False
TRP002521,MANDI026,WH-Central,2026-04-18 21:57:04,,8.6,False,360.9,,DRV483,False
TRP007000,MANDI035,Export-Terminal,2026-04-18 22:14:00,2026-04-19 09:20:35,11.11,False,657.4,RJ-70-DF-2200,DRV778,False
TRP002361,MANDI045,WH-North,2026-04-18 22:33:15,2026-04-19 03:03:00,4.5,False,194.2,PB-18-AB-8135,,False
TRP002361,MANDI045,WH-North,2026-04-18 22:33:15,2026-04-19 03:03:00,4.5,False,194.2,PB-18-AB-8135,,False
TRP000266,MANDI036,WH-East,2026-04-18 23:48:00,2026-04-19 12:48:00,13.0,False,647.5,,DRV799,False
TRP007380,MANDI004,WH-North,2026-04-18 23:57:52,2026-04-19 14:09:52,14.2,False,692.7,,DRV307,False
TRP003086,MANDI006,WH-South,2026-04-19 00:00:00,2026-04-19 18:14:00,18.23,False,300.7,DL-38-CD-1521,DRV399,False
TRP003672,MANDI050,WH-South,2026-04-19 00:00:00,2026-04-19 17:24:00,17.4,False,442.3,HR-48-BC-9101,DRV505,False
TRP007337,MANDI032,WH-South,2026-04-19 00:00:00,2026-04-20 06:27:09,30.45,False,686.6,HR-23-DF-7237,,True
TRP009790,MANDI046,WH-West,2026-04-19 00:00:00,2026-04-20 12:02:26,36.04,False,1136.4,DL-68-AB-3888,,True
TRP002894,MANDI006,Export-Terminal,2026-04-19 00:34:38,2026-04-19 03:10:00,2.59,False,110.5,PB-23-CD-1260,DRV344,False
TRP004342,MANDI027,WH-East,2026-04-19 01:03:39,2026-04-19 04:51:39,3.8,False,220.6,PB-24-AB-7997,DRV970,False
TRP009568,MANDI018,WH-West,2026-04-19 01:30:27,,22.1,False,1232.4,,DRV160,True
TRP001583,MANDI044,WH-South,2026-04-19 02:16:30,2026-04-19 14:22:30,12.1,False,527.7,RJ-99-DF-6547,DRV625,False
TRP006308,MANDI007,WH-South,2026-04-19 02:44:00,2026-04-20 01:38:22,22.91,False,1290.9,PB-15-BC-4099,DRV717,True
TRP005672,MANDI056,WH-North,2026-04-19 06:00:50,2026-04-19 00:00:00,6.01,True,,UP-52-CD-2585,DRV494,False
TRP003754,MANDI004,Export-Terminal,2026-04-19 06:50:00,,4.4,False,206.4,PB-10-CD-2868,DRV549,False
TRP004452,MANDI022,WH-Central,2026-04-19 08:41:51,2026-04-19 23:23:51,14.7,False,699.6,RJ-73-DF-5713,DRV940,False
TRP006361,MANDI038,WH-West,2026-04-19 09:27:00,2026-04-20 04:15:06,18.8,False,904.8,,DRV875,True
TRP007379,MANDI047,WH-North,2026-04-19 10:18:00,2026-04-19 16:18:22,6.01,False,255.2,HR-42-BC-3949,DRV574,False
TRP008067,MANDI029,WH-East,2026-04-19 10:28:12,2026-04-20 04:10:12,17.7,False,783.7,UP-63-BC-7071,,False
TRP007286,MANDI010,WH-North,2026-04-19 10:38:07,2026-04-19 16:20:07,5.7,False,235.8,PB-12-CD-3224,,False
TRP007260,MANDI028,WH-South,2026-04-19 11:18:00,2026-04-19 17:12:32,5.91,False,255.3,DL-89-AB-2908,DRV472,False
TRP009875,MANDI015,WH-East,2026-04-19 14:12:17,2026-04-20 10:54:17,20.7,False,1173.7,,DRV868,True
TRP009350,MANDI020,Export-Terminal,2026-04-19 16:10:17,2026-04-20 00:10:00,8.0,False,422.5,HR-45-CD-6929,DRV247,False
TRP001353,MANDI009,WH-West,2026-04-19 16:27:00,2026-04-19 20:33:00,4.1,False,,UP-21-BC-4455,DRV654,False
TRP005001,MANDI037,WH-North,2026-04-19 16:33:06,2026-04-20 01:33:06,9.0,False,,PB-62-DF-2843,DRV484,False
TRP004696,MANDI038,WH-South,2026-04-19 16:37:51,2026-04-20 12:31:51,19.9,False,1097.2,UP-51-BC-5011,DRV390,False
TRP004696,MANDI038,WH-South,2026-04-19 16:37:51,2026-04-20 12:31:51,19.9,False,1097.2,UP-51-BC-5011,DRV390,False
TRP009269,MANDI047,Export-Terminal,2026-04-19 17:05:10,2026-04-20 16:59:10,23.9,False,972.1,DL-67-BC-9131,DRV551,False
TRP006366,MANDI049,WH-South,2026-04-19 18:15:58,2026-04-20 16:51:58,22.6,False,928.2,RJ-48-BC-2413,DRV299,True
TRP006364,MANDI046,WH-North,2026-04-19 18:23:30,2026-04-20 02:41:30,8.3,False,389.0,UP-12-BC-1441,DRV704,False
TRP006364,MANDI046,WH-North,2026-04-19 18:23:30,2026-04-20 02:41:30,8.3,False,389.0,UP-12-BC-1441,DRV704,False
TRP002112,MANDI026,WH-North,2026-04-19 18:31:00,2026-04-20 00:00:00,5.48,False,,RJ-59-AB-5267,DRV216,False
TRP005670,MANDI022,WH-Central,2026-04-19 18:42:00,2026-04-20 13:18:00,18.6,False,970.9,UP-94-CD-3345,,False
TRP001462,MANDI007,WH-Central,2026-04-19 18:58:00,2026-04-20 05:52:00,10.9,False,554.9,,DRV458,False
TRP006691,MANDI026,WH-West,2026-04-19 19:10:00,2026-04-20 11:58:39,16.81,False,947.6,PB-92-CD-8474,DRV616,True
TRP006691,MANDI026,WH-West,2026-04-19 19:10:00,2026-04-20 11:58:39,16.81,False,947.6,PB-92-CD-8474,DRV616,True
TRP001720,MANDI028,WH-South,2026-04-19 19:41:00,2026-04-20 10:29:00,14.8,False,796.9,,DRV589,False
TRP000155,MANDI047,WH-West,2026-04-19 19:48:11,2026-04-20 03:30:00,7.7,False,373.4,UP-40-AB-8786,DRV951,False
TRP007612,MANDI014,Export-Terminal,2026-04-19 20:07:00,2026-04-20 05:13:46,9.11,False,379.8,PB-63-CD-7141,,False
TRP000152,MANDI022,Export-Terminal,2026-04-19 20:20:00,2026-04-20 16:56:28,20.61,False,1138.7,,DRV341,False
TRP009507,MANDI033,WH-South,2026-04-19 21:56:28,2026-04-20 00:00:00,2.06,False,827.8,PB-58-CD-2275,DRV793,False
TRP003534,MANDI037,WH-Central,2026-04-19 22:42:48,2026-04-20 06:18:48,7.6,False,416.2,,,False
TRP004995,MANDI042,WH-Central,2026-04-19 23:35:42,2026-04-20 08:11:42,8.6,False,480.6,PB-59-CD-1164,DRV410,False
TRP008942,MANDI021,Export-Terminal,2026-04-19 23:37:28,2026-04-20 16:19:28,16.7,False,850.8,PB-98-DF-3830,DRV786,False
TRP004022,MANDI040,WH-South,2026-04-20 00:00:00,,3.9,False,,UP-18-CD-9322,DRV121,False
TRP000840,MANDI026,WH-Central,2026-04-20 00:00:00,2026-04-21 00:00:00,24.0,False,770.1,PB-77-DF-5124,DRV539,True
TRP005816,MANDI052,WH-North,2026-04-20 00:00:00,2026-04-20 21:39:00,21.65,False,111.8,HR-68-DF-8503,DRV789,True
TRP005614,MANDI010,WH-South,2026-04-20 00:05:00,2026-04-20 20:23:00,20.3,False,997.6,HR-95-AB-9160,,True
TRP000047,MANDI029,WH-North,2026-04-20 02:05:19,2026-04-20 10:59:19,8.9,False,411.9,DL-68-AB-6783,,False
TRP000560,MANDI027,WH-Central,2026-04-20 02:48:56,2026-04-20 13:48:56,11.0,False,549.7,PB-44-AB-1799,,False
TRP005732,MANDI039,WH-South,2026-04-20 05:45:00,2026-04-20 21:57:06,16.2,False,,HR-36-CD-5236,,False
TRP003169,MANDI020,WH-Central,2026-04-20 06:08:29,2026-04-20 15:32:00,9.39,False,541.6,PB-39-CD-8419,DRV847,False
TRP002176,MANDI031,WH-Central,2026-04-20 07:27:36,2026-04-20 15:27:36,8.0,False,444.2,UP-41-DF-2434,,False
TRP007656,MANDI039,WH-North,2026-04-20 07:55:49,2026-04-21 04:13:49,20.3,False,833.7,,,True
TRP001101,MANDI047,WH-West,2026-04-20 08:06:59,2026-04-20 19:24:00,11.28,False,452.5,,DRV997,False
TRP001896,MANDI034,Export-Terminal,2026-04-20 08:38:05,2026-04-21 06:50:05,22.2,False,1241.0,,,True
TRP005103,MANDI039,Export-Terminal,2026-04-20 09:11:00,2026-04-20 13:41:12,4.5,False,225.3,PB-72-AB-7591,DRV897,False
TRP007710,MANDI056,WH-East,2026-04-20 10:18:38,2026-04-20 13:00:38,2.7,False,161.9,HR-83-DF-7404,DRV858,False
TRP005425,MANDI015,WH-South,2026-04-20 10:19:41,2026-04-21 00:43:41,14.4,False,622.9,DL-58-CD-9150,DRV205,False
TRP003871,MANDI036,WH-South,2026-04-20 10:26:12,2026-04-20 23:38:00,13.2,False,536.9,DL-48-BC-5025,DRV953,False
TRP007166,MANDI018,WH-East,2026-04-20 11:17:00,2026-04-20 13:35:26,2.31,False,92.3,DL-45-AB-4525,,False
TRP005295,MANDI030,Export-Terminal,2026-04-20 11:32:06,2026-04-21 10:08:00,22.6,False,1066.8,DL-54-DF-2084,,True
TRP003629,MANDI023,WH-West,2026-04-20 11:53:48,2026-04-20 23:17:48,11.4,False,620.0,RJ-19-AB-2913,,False
TRP008348,MANDI028,WH-Central,2026-04-20 12:03:00,,8.5,False,485.8,,,False
TRP003239,MANDI020,WH-South,2026-04-20 12:42:00,2026-04-21 10:18:00,21.6,False,1134.2,PB-60-CD-7848,DRV481,False
TRP003239,MANDI020,WH-South,2026-04-20 12:42:00,2026-04-21 10:18:00,21.6,False,1134.2,PB-60-CD-7848,DRV481,False
TRP003354,MANDI043,WH-West,2026-04-20 13:47:32,2026-04-21 05:29:00,15.69,False,681.4,UP-60-CD-6816,DRV564,False
TRP003314,MANDI022,WH-South,2026-04-20 15:13:00,2026-04-21 11:37:07,20.4,False,838.8,PB-15-DF-8709,DRV407,True
TRP006278,MANDI030,WH-South,2026-04-20 15:54:06,2026-04-21 08:36:06,16.7,False,786.6,DL-75-AB-6790,DRV871,True
TRP003821,MANDI005,WH-Central,2026-04-20 16:40:10,2026-04-21 09:04:10,16.4,False,814.8,DL-31-DF-7007,DRV860,False
TRP008883,MANDI030,WH-North,2026-04-20 18:15:00,2026-04-21 00:00:00,5.75,False,997.7,RJ-22-CD-3389,DRV470,False
TRP005412,MANDI011,WH-West,2026-04-20 19:22:07,2026-04-20 23:58:07,4.6,False,230.9,PB-92-CD-4996,DRV981,False
TRP006720,MANDI022,WH-North,2026-04-20 21:16:30,2026-04-20 23:28:30,2.2,False,127.3,UP-25-CD-7038,DRV635,False
TRP006070,MANDI020,Export-Terminal,2026-04-20 21:23:00,2026-04-21 11:53:00,14.5,False,676.1,,DRV657,False
